influence,beta,gamma,dt,avgI,cost(s),,,influence,beta,gamma,dt
0.1,0.05,0.4,0.1,0.262562,0.00685646,,,,,,
0.05,0.05,0.001,0.1,0.260785,0.00697044,,,,,,
0.05,0.05,0.005,0.1,0.260777,0.00717776,,,,,,
0.05,0.05,0.01,0.1,0.260766,0.00729662,,,,,,
0.05,0.05,0.05,0.1,0.260679,0.00746252,,,,,,
0.05,0.05,0.1,0.1,0.260572,0.00725742,,,,,,
0.05,0.05,0.2,0.1,0.260325,0.00730317,,,,,,
0.05,0.05,0.4,0.1,0.259555,0.00696674,,,,,,
0.3,0.05,0.001,0.1,0.237848,0.00713183,,,,,,
0.3,0.05,0.005,0.1,0.237838,0.00721775,,,,,,
0.3,0.05,0.01,0.1,0.237826,0.0072208,,,,,,
0.3,0.05,0.05,0.1,0.237727,0.0072411,,,,,,
0.3,0.05,0.1,0.1,0.237605,0.00698214,,,,,,
0.3,0.05,0.2,0.1,0.23732,0.00687613,,,,,,
0.3,0.05,0.4,0.1,0.236487,0.00710345,,,,,,
0.01,0.1,0.001,0.1,0.220242,0.00691194,,,,,,
0.01,0.1,0.005,0.1,0.220235,0.00688085,,,,,,
0.01,0.1,0.01,0.1,0.220226,0.0073359,,,,,,
0.01,0.1,0.05,0.1,0.220155,0.00677948,,,,,,
0.01,0.1,0.1,0.1,0.220066,0.00714423,,,,,,
0.01,0.1,0.2,0.1,0.219828,0.00835123,,,,,,
0.01,0.1,0.4,0.1,0.219131,0.00833415,,,,,,
0.5,0.05,0.001,0.1,0.218507,0.00709071,,,,,,
0.5,0.05,0.005,0.1,0.218497,0.00706619,,,,,,
0.5,0.05,0.01,0.1,0.218485,0.00753273,,,,,,
0.5,0.05,0.05,0.1,0.21839,0.00723196,,,,,,
0.5,0.05,0.1,0.1,0.21827,0.0079047,,,,,,
0.5,0.05,0.2,0.1,0.217987,0.00789917,,,,,,
0.5,0.05,0.4,0.1,0.217168,0.00717262,,,,,,
0.1,0.1,0.001,0.1,0.17995,0.00719093,,,,,,
0.1,0.1,0.005,0.1,0.179942,0.00754473,,,,,,
0.1,0.1,0.01,0.1,0.179932,0.00713734,,,,,,
0.1,0.1,0.05,0.1,0.179854,0.00718859,,,,,,
0.05,0.1,0.001,0.1,0.17979,0.00694736,,,,,,
0.05,0.1,0.005,0.1,0.179787,0.00713955,,,,,,
0.05,0.1,0.01,0.1,0.179783,0.00803336,,,,,,
0.1,0.1,0.1,0.1,0.179756,0.0072014,,,,,,
0.05,0.1,0.05,0.1,0.179749,0.0111888,,,,,,
0.05,0.1,0.1,0.1,0.179708,0.00798261,,,,,,
0.05,0.1,0.2,0.1,0.179564,0.00735299,,,,,,
0.1,0.1,0.2,0.1,0.179494,0.00720084,,,,,,
0.05,0.1,0.4,0.1,0.179059,0.00727717,,,,,,
0.1,0.1,0.4,0.1,0.178761,0.00753065,,,,,,
0.3,0.1,0.001,0.1,0.159526,0.00718047,,,,,,
0.3,0.1,0.005,0.1,0.159519,0.00707639,,,,,,
0.3,0.1,0.01,0.1,0.15951,0.00722109,,,,,,
0.3,0.1,0.05,0.1,0.159436,0.00671483,,,,,,
0.3,0.1,0.1,0.1,0.159344,0.00721253,,,,,,
0.3,0.1,0.2,0.1,0.159082,0.00716721,,,,,,
0.3,0.1,0.4,0.1,0.158372,0.00711698,,,,,,
0.01,0.2,0.001,0.1,0.142332,0.0073204,,,,,,
0.01,0.2,0.005,0.1,0.142328,0.00729673,,,,,,
0.01,0.2,0.01,0.1,0.142324,0.00758582,,,,,,
0.01,0.2,0.05,0.1,0.14229,0.00677206,,,,,,
0.01,0.2,0.1,0.1,0.142248,0.0071411,,,,,,
0.01,0.2,0.2,0.1,0.142045,0.00668054,,,,,,
0.01,0.2,0.4,0.1,0.141537,0.00891615,,,,,,
0.5,0.1,0.001,0.1,0.121248,0.0076144,,,,,,
0.5,0.1,0.005,0.1,0.121241,0.00789538,,,,,,
0.5,0.1,0.01,0.1,0.121233,0.00714548,,,,,,
0.5,0.1,0.05,0.1,0.121164,0.00668836,,,,,,
0.5,0.1,0.1,0.1,0.121078,0.00741967,,,,,,
0.5,0.1,0.2,0.1,0.120816,0.00693134,,,,,,
0.5,0.1,0.4,0.1,0.12013,0.00787015,,,,,,
0.05,0.2,0.1,0.1,0.118044,0.00730517,,,,,,
0.05,0.2,0.05,0.1,0.118041,0.0068492,,,,,,
0.05,0.2,0.01,0.1,0.118039,0.00756941,,,,,,
0.05,0.2,0.005,0.1,0.118038,0.00685542,,,,,,
0.05,0.2,0.001,0.1,0.118038,0.00713241,,,,,,
0.05,0.2,0.2,0.1,0.117927,0.00676503,,,,,,
0.05,0.2,0.4,0.1,0.1176,0.00731233,,,,,,
0.01,0.4,0.001,0.1,0.113174,0.00697859,,,,,,
0.01,0.4,0.005,0.1,0.113171,0.00665298,,,,,,
0.01,0.4,0.01,0.1,0.113169,0.00734961,,,,,,
0.01,0.4,0.05,0.1,0.113146,0.00683541,,,,,,
0.01,0.4,0.1,0.1,0.11306,0.00702007,,,,,,
0.01,0.4,0.2,0.1,0.112828,0.00722865,,,,,,
0.01,0.4,0.4,0.1,0.11237,0.00683677,,,,,,
0.1,0.2,0.001,0.1,0.101823,0.00734393,,,,,,
0.1,0.2,0.005,0.1,0.101819,0.00709816,,,,,,
0.1,0.2,0.01,0.1,0.101814,0.00729655,,,,,,
0.1,0.2,0.05,0.1,0.101775,0.00661423,,,,,,
0.1,0.2,0.1,0.1,0.101727,0.00689876,,,,,,
0.1,0.2,0.2,0.1,0.101502,0.00711164,,,,,,
0.1,0.2,0.4,0.1,0.100968,0.00710099,,,,,,
0.05,0.4,0.001,0.1,0.0949233,0.00744244,,,,,,
0.05,0.4,0.005,0.1,0.0949211,0.00725338,,,,,,
0.05,0.4,0.01,0.1,0.0949184,0.0072712,,,,,,
0.05,0.4,0.05,0.1,0.0948966,0.00665178,,,,,,
0.05,0.4,0.1,0.1,0.0948024,0.00722903,,,,,,
0.05,0.4,0.2,0.1,0.0945717,0.00700762,,,,,,
0.05,0.4,0.4,0.1,0.0941179,0.00727557,,,,,,
0.3,0.2,0.001,0.1,0.0801365,0.00744786,,,,,,
0.3,0.2,0.005,0.1,0.0801334,0.00718588,,,,,,
0.3,0.2,0.01,0.1,0.0801295,0.00753573,,,,,,
0.3,0.2,0.05,0.1,0.0800989,0.00725971,,,,,,
0.3,0.2,0.1,0.1,0.0800611,0.00707773,,,,,,
0.3,0.2,0.2,0.1,0.0798331,0.00744989,,,,,,
0.3,0.2,0.4,0.1,0.0793403,0.00706793,,,,,,
0.5,0.2,0.001,0.1,0.0779037,0.00716152,,,,,,
0.5,0.2,0.005,0.1,0.0779005,0.00758307,,,,,,
0.5,0.2,0.01,0.1,0.0778964,0.00728058,,,,,,
0.5,0.2,0.05,0.1,0.077864,0.00762866,,,,,,
0.5,0.2,0.1,0.1,0.0778238,0.00711045,,,,,,
0.5,0.2,0.2,0.1,0.0775674,0.00720816,,,,,,
0.5,0.2,0.4,0.1,0.0770596,0.00730515,,,,,,
0.1,0.4,0.001,0.1,0.0765749,0.00726158,,,,,,
0.1,0.4,0.005,0.1,0.0765728,0.00854214,,,,,,
0.1,0.4,0.01,0.1,0.0765702,0.00757049,,,,,,
0.1,0.4,0.05,0.1,0.0765492,0.00689542,,,,,,
0.1,0.4,0.1,0.1,0.0764451,0.00725998,,,,,,
0.1,0.4,0.2,0.1,0.0762166,0.007286,,,,,,
0.1,0.4,0.4,0.1,0.0757673,0.00690775,,,,,,
0.3,0.4,0.001,0.1,0.0567565,0.0069434,,,,,,
0.3,0.4,0.005,0.1,0.0567548,0.0081541,,,,,,
0.3,0.4,0.01,0.1,0.0567526,0.00740442,,,,,,
0.3,0.4,0.05,0.1,0.0567017,0.00679013,,,,,,
0.3,0.4,0.1,0.1,0.0565911,0.00730055,,,,,,
0.3,0.4,0.2,0.1,0.0563717,0.00969587,,,,,,
0.3,0.4,0.4,0.1,0.0559405,0.00666002,,,,,,
0.5,0.4,0.001,0.1,0.0548015,0.0075564,,,,,,
0.5,0.4,0.005,0.1,0.0548001,0.00843134,,,,,,
0.5,0.4,0.01,0.1,0.0547921,0.00730009,,,,,,
0.5,0.4,0.05,0.1,0.0547068,0.00672278,,,,,,
0.5,0.4,0.1,0.1,0.0546008,0.00753194,,,,,,
0.5,0.4,0.2,0.1,0.0543905,0.00667414,,,,,,
0.5,0.4,0.4,0.1,0.0539773,0.0066874,,,,,,
